"Id","OwnerId","IsDeleted","Name","LLC_BI__Advance_Rate__c","LLC_BI__Auto_Update_Collateral_Value__c","LLC_BI__Category__c","LLC_BI__Collateral_Code__c","LLC_BI__Collateral_Configuration__c","LLC_BI__Collateral_Display_Name__c","LLC_BI__Condo_PUD__c","LLC_BI__Expire_Date__c","LLC_BI__Field_Set__c","LLC_BI__Group_Type__c","LLC_BI__Highest_Type__c","LLC_BI__Icon_Background_Color__c","LLC_BI__Icon_Color__c","LLC_BI__Icon_Type__c","LLC_BI__Is_Complex__c","LLC_BI__Leasing_Screen__c","LLC_BI__Manufactured_Home__c","LLC_BI__Parent_Type__c","LLC_BI__Primary_Valuation_Sources__c","LLC_BI__Regulatory_Rate__c","LLC_BI__Screen__c","LLC_BI__Start_Date__c","LLC_BI__Type__c","LLC_BI__Valuation_Field_Set__c","LLC_BI__Valuation_Source__c","LLC_BI__Valuation_Type__c","LLC_BI__lookupKey__c","LLC_BI__Active__c","LLC_BI__Subtype__c","nCinoCB__Classification__c"
"a1lWD0000017KchYAE","005al00000Q6IbCAAV","false","Real Estate-Multi-Family","80.0","true","","","{""prodPkgEditScreen"":""42875581032868363"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42875581032868363"",""copyCollateralScreen"":""42875581032868363"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42875581032868363"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWD00000XnsduYAB","false","","Appraisal;Internal Valuation;Third Party Source","","a0sWD00000Xnse0YAB","2023-03-19","Real Estate","","","","1a2970fb-0e01-5e19-abb1-bddef623d4f1","true","Multi-Family",""
"a1lWD0000017KciYAE","005al00000Q6IbCAAV","false","Possessory-Key Person Insurance","80.0","true","","","{""prodPkgEditScreen"":""42260456631626244"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42260456631626244"",""copyCollateralScreen"":""42260456631626244"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42260456631626244"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","85BE40","fff","custom/custom17","false","a0sWD00000XnsduYAB","false","","Account Balance / Statement;Insurance Agent","","a0sWD00000XnsdtYAB","2023-03-19","Possessory","","","","296ec735-c874-5e21-b9cc-3a71e6499480","true","Key Person Insurance",""
"a1lWD0000017KcjYAE","005al00000Q6IbCAAV","false","Possessory-Receipts-Bills","80.0","true","","","{""prodPkgEditScreen"":""42868736103271902"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42868736103271902"",""copyCollateralScreen"":""42868736103271902"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42868736103271902"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","85BE40","fff","custom/custom17","false","a0sWD00000XnsduYAB","false","","Internal Valuation;Invoice / Bill of Sale","","a0sWD00000XnseCYAR","2023-03-19","Possessory","","","","2b3bb588-57aa-5ed8-a114-e7b25ee1f330","true","Receipts-Bills",""
"a1lWD0000017KckYAE","005al00000Q6IbCAAV","false","Real Estate-Construction","80.0","true","","","{""prodPkgEditScreen"":""42875581032868363"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42875581032868363"",""copyCollateralScreen"":""42875581032868363"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42875581032868363"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWD00000XnsduYAB","false","","Appraisal;Internal Valuation;Invoice / Bill of Sale;Third Party Source","","a0sWD00000Xnse0YAB","2023-03-19","Real Estate","","","","2ec4a08d-c021-56d1-bd8f-2483af1e159a","true","Construction",""
"a1lWD0000017KclYAE","005al00000Q6IbCAAV","false","Real Estate-Lot","80.0","true","","","{""prodPkgEditScreen"":""42875581032868363"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42875581032868363"",""copyCollateralScreen"":""42875581032868363"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42875581032868363"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWD00000XnsduYAB","false","","Appraisal;Internal Valuation;Third Party Source","","a0sWD00000Xnse0YAB","2023-03-19","Real Estate","","","","2ee9c5f6-6248-5296-a38f-6517c46700fe","true","Lot",""
"a1lWD0000017KcmYAE","005al00000Q6IbCAAV","false","UCC-Accounts Receivable","80.0","true","","","{""prodPkgEditScreen"":""42966783217336788"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42966783217336788"",""copyCollateralScreen"":""42966783217336788"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42966783217336788"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWD00000XnsduYAB","false","","Account Balance / Statement;Financial Statement;Receivables Aging","","a0sWD00000Xnse6YAB","2023-03-19","UCC","","","","31f952a2-66ee-5229-8230-45d9ad6466fb","true","Accounts Receivable",""
"a1lWD000001gj9qYAA","005al00000RVcKvAAL","false","Other-Government Contracts","25.0","false","","","","","false","","","","","","#ffffff","","false","a0sWD00000XnsduYAB","false","","","","a0sWD00000XoBuuYAF","","Other","","Financial Statement","As Is Value","324876656712","true","Government Contracts",""
"a1lWD0000017KcnYAE","005al00000Q6IbCAAV","false","UCC-Tort Claim","80.0","true","","","{""prodPkgEditScreen"":""42966783217336788"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42966783217336788"",""copyCollateralScreen"":""42966783217336788"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42966783217336788"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWD00000XnsduYAB","false","","Internal Valuation;Third Party Source","","a0sWD00000Xnse6YAB","2023-03-19","UCC","","","","33af2144-a657-528e-8d7d-a42c8f2760ab","true","Tort Claim",""
"a1lWD0000017KcoYAE","005al00000Q6IbCAAV","false","Titled-Aircraft","80.0","true","","","{""prodPkgEditScreen"":""42581909766045101"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42581909766045101"",""copyCollateralScreen"":""42581909766045101"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42581909766045101"",""addChildCollateralScreen"":""42363993400862416""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWD00000XnsduYAB","false","","Internal Valuation;Invoice / Bill of Sale;Third Party Source","","a0sWD00000Xnse8YAB","2023-03-19","Titled","","","","3692726f-317a-5792-812d-6506a8bb7279","true","Aircraft",""
"a1lWD0000017KcpYAE","005al00000Q6IbCAAV","false","Titled-Manufactured Home","80.0","true","","","{""prodPkgEditScreen"":""42461395767237886"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42461395767237886"",""copyCollateralScreen"":""42461395767237886"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42461395767237886"",""addChildCollateralScreen"":""42363993400862416""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWD00000XnsduYAB","true","","Internal Valuation;Invoice / Bill of Sale;Third Party Source","","a0sWD00000XnsdyYAB","2023-03-19","Titled","","","","39edcc8d-d4f9-53d4-ba82-ad92502672e5","true","Manufactured Home",""
"a1lWD0000017KcqYAE","005al00000Q6IbCAAV","false","Possessory-Mutual Fund","80.0","true","","","{""prodPkgEditScreen"":""42639155007632757"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42639155007632757"",""copyCollateralScreen"":""42639155007632757"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42639155007632757"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","85BE40","fff","custom/custom17","false","a0sWD00000XnsduYAB","false","","Account Balance / Statement;Third Party Source","","a0sWD00000XnsdsYAB","2023-03-19","Possessory","","","","3ad730a0-2334-5ca2-bde7-cd0ff2cf3ff7","true","Mutual Fund",""
"a1lWD0000019K3lYAE","005al00000RVcKvAAL","false","Titled-Vessel","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","Ba202E","fff","custom/custom31","false","a0sWD00000XnsduYAB","false","","","","a0sWD00000XnsdwYAB","2025-06-10","Titled","","","","42169659888448928","true","Vessel",""
"a1lWD000001gj9rYAA","005al00000RVcKvAAL","false","Real Estate-Condominium-802","80.0","false","","802","{/""prodPkgEditScreen/"":/""42091291881629952/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42314602511581740/"",/""copyCollateralScreen/"":/""42314602511581740/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42314602511581740/"",/""addChildCollateralScreen/"":/""42314602511581740/""}","","false","","Manage_Collateral_Real_Estate","","","670B7B","fff","custom/custom24","false","a0sWD00000XnsduYAB","false","","","","a0sWD00000XoBp1YAF","","Real Estate","","","","42184739563146729","true","Condominium",""
"a1lWD000001gj9sYAA","005al00000RVcKvAAL","false","Titled-Mobile Home-21","10.0","false","","21","","","false","","","","","","#ffffff","","false","","false","","","","a0sWD00000XnsdyYAB","","Titled","","","","42330433906307703","true","Mobile Home",""
"a1lWD0000017KcrYAE","005al00000Q6IbCAAV","false","Titled-Motor Vehicle (Used)","80.0","true","","","{""prodPkgEditScreen"":""42913737407936953"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42913737407936953"",""copyCollateralScreen"":""42913737407936953"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42913737407936953"",""addChildCollateralScreen"":""42363993400862416""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWD00000XnsduYAB","false","","Internal Valuation;Invoice / Bill of Sale;Third Party Source","","a0sWD00000XnseGYAR","2023-03-19","Titled","","","","42346048100714845","true","Motor Vehicle (Used)","Titled - Motor Vehicle - Used"
"a1lWD000001gj9tYAA","005al00000RVcKvAAL","false","UCC-Accounts","25.0","false","","","","","false","","","","","","#ffffff","","false","","false","","","","","","UCC","","","","42352605973281468","true","Accounts",""
"a1lWD000001gj9uYAA","005al00000RVcKvAAL","false","ABCD","1111.0","false","","ABCD","","","false","","","","","","#ffffff","","false","","false","","","","a0sWD00000XoBlLYAV","","","","","","42467243478337686","true","",""
"a1lWD000001gj9pYAA","005al00000RVcKvAAL","false","a1lWD000001gj9p","1.0","false","","","","","false","","","","","","#ffffff","","false","","false","","","","","","","","","","42499558887916790","true","",""
"a1lWD000001gj9vYAA","005al00000RVcKvAAL","false","a1lWD000001gj9v","5.0","false","","","","","false","","","","","","#ffffff","","false","","false","","","","","","","","","","42576298994952808","true","",""
"a1lWD000001gj9wYAA","005al00000RVcKvAAL","false","Titled-Motor Vehicle - New","100.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWD00000XnsduYAB","false","","","","a0sWD00000XoBqtYAF","2023-08-13","Titled","","","","42915217608340711","true","Motor Vehicle - New",""
"a1lWD0000017KcsYAE","005al00000Q6IbCAAV","false","UCC-Furniture-Fixt-Equip","80.0","true","","","{""prodPkgEditScreen"":""42966783217336788"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42966783217336788"",""copyCollateralScreen"":""42966783217336788"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42966783217336788"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWD00000XnsduYAB","false","","Internal Valuation;Invoice / Bill of Sale;Third Party Source","","a0sWD00000Xnse6YAB","2023-03-19","UCC","","","","4a14be65-5622-5104-aa1a-c67f9021e652","true","Furniture-Fixt-Equip",""
"a1lWD0000017KctYAE","005al00000Q6IbCAAV","false","UCC-Farm Equipment","80.0","true","","","{""prodPkgEditScreen"":""42966783217336788"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42966783217336788"",""copyCollateralScreen"":""42966783217336788"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42966783217336788"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWD00000XnsduYAB","false","","Internal Valuation;Invoice / Bill of Sale;Third Party Source","","a0sWD00000Xnse6YAB","2023-03-19","UCC","","","","54c615ff-5d8f-5fba-8ef3-2904f69ab3c9","true","Farm Equipment",""
"a1lWD0000017KcuYAE","005al00000Q6IbCAAV","false","Possessory-Life Insurance","80.0","true","","","{""prodPkgEditScreen"":""42401059851966033"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42401059851966033"",""copyCollateralScreen"":""42401059851966033"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42401059851966033"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","85BE40","fff","custom/custom17","false","a0sWD00000XnsduYAB","false","","Account Balance / Statement;Insurance Agent","","a0sWD00000XnseEYAR","2023-03-19","Possessory","","","","56daed4f-7e8b-594f-97b2-0f9799ac8877","true","Life Insurance",""
